id,year,clearance,carclass,height,length,doorscount,width,fuelconsumption,bodytype,power,cost,availabilitycount,photo,mark,model,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,X,Y
720,2014,130,S,1381,4784,2,1916,-1,COUPE,309,2400000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001608ff9677af443594399bf00e96d/cattouchret,Ford,Mustang,,,,,,,-11.237413,2.1373491
721,2017,130,S,1381,4784,2,1916,-1,COUPE,317,2500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016091258753fd67ec4d2937f800ff/cattouchret,Ford,Mustang,,,,,,,-11.232584,2.1102848
722,2018,130,S,1381,4784,2,1916,-1,COUPE,317,2800000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016091258753fd67ec4d2937f800ff/cattouchret,Ford,Mustang,,,,,,,-11.232582,2.1102862
723,2019,130,S,1381,4784,2,1916,-1,COUPE,317,4000000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016091258753fd67ec4d2937f800ff/cattouchret,Ford,Mustang,,,,,,,-11.232608,2.1102643
724,2020,130,S,1381,4784,2,1916,-1,COUPE,317,3500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016091258753fd67ec4d2937f800ff/cattouchret,Ford,Mustang,,,,,,,-11.232605,2.1102595
725,2013,229,J,1804,5359,2,1850,-1,PICKUP,200,1300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609b250d96a2d68d3a35d9d49351/cattouchret,Ford,Ranger,,,,,,,-16.308796,-11.539023
726,2010,151,M,1660,4772,5,1884,-1,MINIVAN,140,900000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a3511f44897c06156c49645e5/cattouchret,Ford,S-MAX,,,,,,,-0.08897191,-6.620903
727,2011,151,M,1660,4772,5,1884,-1,MINIVAN,140,1000000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a3511f44897c06156c49645e5/cattouchret,Ford,S-MAX,,,,,,,-0.08897224,-6.620904
728,2012,151,M,1660,4772,5,1884,-1,MINIVAN,140,1100000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a3511f44897c06156c49645e5/cattouchret,Ford,S-MAX,,,,,,,-0.08900121,-6.6210303
729,2013,151,M,1660,4772,5,1884,-1,MINIVAN,140,1100000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a3511f44897c06156c49645e5/cattouchret,Ford,S-MAX,,,,,,,-0.089031726,-6.620985
730,2014,160,M,1900,4972,5,1986,-1,MINIVAN,125,1800000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d046bac183646f2f374b7bef7/cattouchret,Ford,Tourneo Custom,,,,,,,-2.2420607,-18.69362
731,2015,160,M,1900,4972,5,1986,-1,MINIVAN,125,1700000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d046bac183646f2f374b7bef7/cattouchret,Ford,Tourneo Custom,,,,,,,-2.2424297,-18.69358
732,2017,160,M,1979,5340,5,1986,-1,MINIVAN,125,2300000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001646ffe4fc718a41844fc8acbd39b/cattouchret,Ford,Tourneo Custom,,,,,,,-15.876837,-13.809526
733,2018,160,M,1979,5340,5,1986,-1,MINIVAN,125,2500000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001646ffe4fc718a41844fc8acbd39b/cattouchret,Ford,Tourneo Custom,,,,,,,-15.876829,-13.809541
734,2011,150,D,1476,4950,4,1847,-1,SEDAN,177,1100000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609214e54d466d31edd3661525aa/cattouchret,Honda,Accord,,,,,,,-16.805456,4.306597
735,2012,146,D,1465,4890,4,1850,-1,SEDAN,180,1100000,6,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a712b697afe454d6249cc4417/cattouchret,Honda,Accord,,,,,,,-15.664531,7.087728
736,2013,146,D,1465,4890,4,1850,-1,SEDAN,180,1500000,7,http://avatars.mds.yandex.net/get-verba/216201/2a000001609a712b697afe454d6249cc4417/cattouchret,Honda,Accord,,,,,,,-15.664502,7.0878034
737,2014,147,D,1465,4890,4,1850,-1,SEDAN,150,1800000,1,http://avatars.mds.yandex.net/get-verba/997355/2a000001609d6fc262710dd3147cfdc7507f/cattouchret,Honda,Accord,,,,,,,-16.207699,8.397044
738,2016,135,D,1465,4890,4,1850,-1,SEDAN,145,1900000,1,http://avatars.mds.yandex.net/get-verba/937147/2a0000016e7e699928ab428940357a73855d/cattouchret,Honda,Accord,,,,,,,-16.220701,8.367573
739,2017,147,D,1450,4882,4,1862,-1,SEDAN,192,2100000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160953d3db47df866ce391d952278/cattouchret,Honda,Accord,,,,,,,-15.439916,6.8807163
740,2018,147,D,1450,4882,4,1862,-1,SEDAN,192,1700000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160953d3db47df866ce391d952278/cattouchret,Honda,Accord,,,,,,,-15.439875,6.880777
741,2010,150,C,1435,4545,4,1750,-1,SEDAN,95,700000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d51c162e495fb16571cc7cf93/cattouchret,Honda,Civic,,,,,,,0.39762935,1.6571174
742,2011,150,C,1435,4545,4,1755,-1,SEDAN,142,800000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfdeaf3b1e6ccf67be5a51e4c/cattouchret,Honda,Civic,,,,,,,0.26036605,2.173908
743,2012,150,C,1440,4300,5,1770,-1,HATCHBACK_5_DOORS,142,900000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d2c6ad34021bdb0c04bd9e404/cattouchret,Honda,Civic,,,,,,,4.95574,12.622638
744,2012,150,C,1435,4545,4,1755,-1,SEDAN,142,900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfdeaf3b1e6ccf67be5a51e4c/cattouchret,Honda,Civic,,,,,,,0.26124707,2.174032
745,2010,185,J,1675,4574,5,1820,-1,ALLROAD_5_DOORS,150,1200000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfbc3e5b364c12e1463f465c8/cattouchret,Honda,CR-V,,,,,,,9.83542,-9.601679
746,2011,170,J,1685,4571,5,1820,-1,ALLROAD_5_DOORS,150,1300000,8,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609aacff2e430fff3289a2e01ff4/cattouchret,Honda,CR-V,,,,,,,9.791662,-9.4861965
747,2012,170,J,1685,4571,5,1820,-1,ALLROAD_5_DOORS,150,1300000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609aacff2e430fff3289a2e01ff4/cattouchret,Honda,CR-V,,,,,,,9.791666,-9.486197
748,2013,170,J,1685,4571,5,1820,-1,ALLROAD_5_DOORS,150,1800000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609aacff2e430fff3289a2e01ff4/cattouchret,Honda,CR-V,,,,,,,9.791666,-9.486198
749,2014,170,J,1685,4605,5,1820,-1,ALLROAD_5_DOORS,150,1800000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4d09e63c195a3392124fda4d/cattouchret,Honda,CR-V,,,,,,,8.993905,-9.443379
750,2015,170,J,1685,4605,5,1820,-1,ALLROAD_5_DOORS,150,1900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4d09e63c195a3392124fda4d/cattouchret,Honda,CR-V,,,,,,,8.994032,-9.444174
751,2017,208,J,1679,4587,5,1854,-1,ALLROAD_5_DOORS,150,2300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160940cc50a4da8503d87d1c2bc51/cattouchret,Honda,CR-V,,,,,,,9.825901,-10.171273
752,2018,208,J,1679,4587,5,1854,-1,ALLROAD_5_DOORS,150,2300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160940cc50a4da8503d87d1c2bc51/cattouchret,Honda,CR-V,,,,,,,9.825926,-10.171283
753,2020,208,J,1689,4625,5,1854,-1,ALLROAD_5_DOORS,186,3500000,1,http://avatars.mds.yandex.net/get-verba/997355/2a00000174c0bb497c2312c5fe8dd7e70c42/cattouchret,Honda,CR-V,,,,,,,4.807859,-10.637331
754,2016,135,M,1710,4265,5,1695,-1,MINIVAN,110,1300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016097d0dcc8a7ce6250ad1d8624c4/cattouchret,Honda,Freed,,,,,,,18.91921,-0.50045365
755,2010,145,C,1425,4390,5,1695,-1,HATCHBACK_5_DOORS,88,600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4ce17622b2f87df0a4a92905/cattouchret,Honda,Insight,,,,,,,0.74520206,8.890746
756,2017,145,A,1790,3395,5,1475,-1,HATCHBACK_5_DOORS,58,800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001608d68f67c52c4e234065a913517/cattouchret,Honda,N-BOX,,,,,,,8.193015,18.609531
757,2016,150,A,1655,3395,5,1475,-1,HATCHBACK_5_DOORS,58,800000,2,http://avatars.mds.yandex.net/get-verba/1604130/2a0000016ac16fce25f1f9adab449e8da69b/cattouchret,Honda,N-WGN,,,,,,,8.476071,18.642141
758,2012,200,J,1845,4875,5,1995,-1,ALLROAD_5_DOORS,249,2000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d52dfae167c36c4cf477e971f/cattouchret,Honda,Pilot,,,,,,,-5.112256,-10.324993
759,2017,185,J,1773,4940,5,1996,-1,ALLROAD_5_DOORS,249,3500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160919d91f5352ef3159f2e7b6ff4/cattouchret,Honda,Pilot,,,,,,,-8.194505,-9.2388525
760,2015,130,B,1545,4400,5,1695,-1,WAGON,110,1100000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609036a12916b72729acb6507e2a/cattouchret,Honda,Shuttle,,,,,,,3.3163397,7.3017764
761,2016,130,B,1545,4400,5,1695,-1,WAGON,110,1300000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609036a12916b72729acb6507e2a/cattouchret,Honda,Shuttle,,,,,,,3.3163314,7.301778
762,2014,185,J,1605,4295,5,1770,-1,ALLROAD_5_DOORS,130,1300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d54be9367db4daca2e3d4baaa/cattouchret,Honda,Vezel,,,,,,,15.938377,-0.93258893
763,2016,190,J,1630,4270,5,1780,-1,ALLROAD_5_DOORS,121,1300000,21,http://avatars.mds.yandex.net/get-verba/937147/2a00000160940c9e5944284b3396e51baf6c/cattouchret,Hyundai,Creta,,,,,,,16.544353,-1.2001951
764,2017,190,J,1630,4270,5,1780,-1,ALLROAD_5_DOORS,121,1300000,32,http://avatars.mds.yandex.net/get-verba/937147/2a00000160940c9e5944284b3396e51baf6c/cattouchret,Hyundai,Creta,,,,,,,16.544352,-1.2001921
765,2018,190,J,1630,4270,5,1780,-1,ALLROAD_5_DOORS,121,1500000,30,http://avatars.mds.yandex.net/get-verba/937147/2a00000160940c9e5944284b3396e51baf6c/cattouchret,Hyundai,Creta,,,,,,,16.543797,-1.2026243
1187,2012,155,C,1470,4580,4,1755,-1,SEDAN,105,850000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609a345da00964cf6d6eab7939f8/cattouchret,Mazda,3,,,,,,,-1.2262553,0.97826284
766,2019,190,J,1630,4270,5,1780,-1,ALLROAD_5_DOORS,121,1600000,30,http://avatars.mds.yandex.net/get-verba/937147/2a00000160940c9e5944284b3396e51baf6c/cattouchret,Hyundai,Creta,,,,,,,16.544353,-1.200191
767,2020,190,J,1630,4270,5,1780,-1,ALLROAD_5_DOORS,121,1700000,23,http://avatars.mds.yandex.net/get-verba/1540742/2a00000170cf371dfeecd31a973c70532c7c/cattouchret,Hyundai,Creta,,,,,,,16.54379,-1.2026404
768,2011,150,C,1445,4530,4,1775,-1,SEDAN,132,800000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609cf10157b8c07a649bd3d5ac56/cattouchret,Hyundai,Elantra,,,,,,,0.61074525,1.8097926
769,2012,150,C,1445,4530,4,1775,-1,SEDAN,132,700000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609cf10157b8c07a649bd3d5ac56/cattouchret,Hyundai,Elantra,,,,,,,0.61074483,1.8097984
770,2015,135,C,1450,4570,4,1800,-1,SEDAN,128,1000000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a5238305180b6fec207b394c/cattouchret,Hyundai,Elantra,,,,,,,-0.89773995,2.486463
771,2016,135,C,1450,4570,4,1800,-1,SEDAN,128,1000000,6,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a5238305180b6fec207b394c/cattouchret,Hyundai,Elantra,,,,,,,-0.89931905,2.4864814
772,2017,135,C,1450,4570,4,1800,-1,SEDAN,128,1200000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a5238305180b6fec207b394c/cattouchret,Hyundai,Elantra,,,,,,,-0.8993727,2.4865634
773,2018,150,C,1450,4620,4,1800,-1,SEDAN,128,1200000,4,http://avatars.mds.yandex.net/get-verba/1604130/2a000001697145ddf55b378ea68e8c97ba3b/cattouchret,Hyundai,Elantra,,,,,,,-3.3625262,4.198532
774,2019,150,C,1450,4620,4,1800,-1,SEDAN,128,1500000,1,http://avatars.mds.yandex.net/get-verba/1604130/2a000001697145ddf55b378ea68e8c97ba3b/cattouchret,Hyundai,Elantra,,,,,,,-3.3625226,4.1985326
775,2020,150,C,1430,4650,4,1825,-1,SEDAN,128,1500000,2,http://avatars.mds.yandex.net/get-verba/937147/2a00000175fead183f8c2b9a9f66141d34cf/cattouchret,Hyundai,Elantra,,,,,,,-3.7555344,5.221712
776,2010,145,F,1490,5160,4,1890,-1,SEDAN,290,1300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d129c4d85eb9bca2b550c0f62/cattouchret,Hyundai,Equus,,,,,,,-17.771255,-2.5316987
777,2012,145,F,1490,5160,4,1890,-1,SEDAN,290,900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d129c4d85eb9bca2b550c0f62/cattouchret,Hyundai,Equus,,,,,,,-17.771189,-2.5317276
778,2013,150,F,1495,5460,4,1890,-1,SEDAN,430,900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4581fd4cc92b8e30d01e1d9d/cattouchret,Hyundai,Equus,,,,,,,-17.639254,-4.3693705
779,2014,150,F,1495,5460,4,1890,-1,SEDAN,430,1100000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4581fd4cc92b8e30d01e1d9d/cattouchret,Hyundai,Equus,,,,,,,-17.639257,-4.3693576
780,2015,150,F,1495,5460,4,1890,-1,SEDAN,430,1400000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4581fd4cc92b8e30d01e1d9d/cattouchret,Hyundai,Equus,,,,,,,-17.639257,-4.3693595
781,2016,150,E,1480,4990,4,1890,-1,SEDAN,249,1800000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d62ad9e35b7f0b42b45a95dbe/cattouchret,Hyundai,Genesis,,,,,,,-16.207397,2.2953215
782,2013,129,D,1385,4630,2,1865,-1,COUPE,250,1200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d2ebf36671790a4e341497471/cattouchret,Hyundai,Genesis Coupe,,,,,,,-3.6419423,8.735574
783,2010,140,B,1490,3825,5,1665,-1,HATCHBACK_5_DOORS,66,450000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609cf337a1759d97d96b9f7374fe/cattouchret,Hyundai,Getz,,,,,,,14.026896,12.942435
784,2010,135,B,1490,3825,3,1665,-1,HATCHBACK_3_DOORS,66,350000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5390190cf1dcd2ec592514ee/cattouchret,Hyundai,Getz,,,,,,,14.027662,12.943834
785,2010,190,M,1925,5125,5,1920,-1,MINIVAN,159,1200000,3,http://avatars.mds.yandex.net/get-verba/787013/2a00000166822463058e0f8d72e6be467797/cattouchret,Hyundai,Grand Starex,,,,,,,-14.087957,-12.836823
786,2011,190,M,1925,5125,5,1920,-1,MINIVAN,159,1100000,4,http://avatars.mds.yandex.net/get-verba/787013/2a00000166822463058e0f8d72e6be467797/cattouchret,Hyundai,Grand Starex,,,,,,,-14.087961,-12.836819
787,2012,190,M,1925,5125,5,1920,-1,MINIVAN,159,1800000,4,http://avatars.mds.yandex.net/get-verba/787013/2a00000166822463058e0f8d72e6be467797/cattouchret,Hyundai,Grand Starex,,,,,,,-14.087951,-12.836822
788,2013,190,M,1925,5125,5,1920,-1,MINIVAN,159,2100000,2,http://avatars.mds.yandex.net/get-verba/787013/2a00000166822463058e0f8d72e6be467797/cattouchret,Hyundai,Grand Starex,,,,,,,-14.087957,-12.836831
789,2016,190,M,1925,5150,5,1920,-1,MINIVAN,159,2200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000166a16d5e676d75801ad757ff8f53/cattouchret,Hyundai,Grand Starex,,,,,,,-14.178279,-12.835895
790,2017,190,M,1925,5150,5,1920,-1,MINIVAN,159,2300000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001633abfaa8dd741544be265e3074f/cattouchret,Hyundai,Grand Starex,,,,,,,-14.178264,-12.835903
791,2018,190,M,1925,5150,5,1920,-1,MINIVAN,159,3000000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001633abfaa8dd741544be265e3074f/cattouchret,Hyundai,Grand Starex,,,,,,,-14.178274,-12.835907
792,2019,190,M,1925,5150,5,1920,-1,MINIVAN,159,3000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001633abfaa8dd741544be265e3074f/cattouchret,Hyundai,Grand Starex,,,,,,,-14.178266,-12.835904
793,2010,150,B,1490,3940,5,1710,-1,HATCHBACK_5_DOORS,78,450000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3f9fa820305079ba41ad9502/cattouchret,Hyundai,i20,,,,,,,15.158692,11.541639
794,2010,150,C,1480,4245,5,1775,-1,HATCHBACK_5_DOORS,109,550000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4390e5555b852533c7b3971e/cattouchret,Hyundai,i30,,,,,,,8.636092,10.871811
795,2011,150,C,1470,4300,5,1780,-1,HATCHBACK_5_DOORS,100,550000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d11924098e31cecf26b7e9115/cattouchret,Hyundai,i30,,,,,,,6.549042,10.776159
796,2012,150,C,1470,4300,5,1780,-1,HATCHBACK_5_DOORS,100,750000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d11924098e31cecf26b7e9115/cattouchret,Hyundai,i30,,,,,,,6.548805,10.776373
797,2012,150,C,1500,4485,5,1780,-1,WAGON,128,650000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609c17275d5fda55c5f9dfcc1fb4/cattouchret,Hyundai,i30,,,,,,,3.8925762,0.38334513
798,2013,150,C,1470,4300,5,1780,-1,HATCHBACK_5_DOORS,100,750000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d11924098e31cecf26b7e9115/cattouchret,Hyundai,i30,,,,,,,6.5487933,10.776398
799,2013,150,C,1470,4300,3,1780,-1,HATCHBACK_3_DOORS,100,850000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d13666b42cccb024a5430507f/cattouchret,Hyundai,i30,,,,,,,6.548761,10.776715
800,2019,136,C,1451,4335,5,1795,-1,HATCHBACK_5_DOORS,249,2300000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160971d7ea25b63e70b49f797530c/cattouchret,Hyundai,i30 N,,,,,,,2.839461,14.30039
801,2011,140,D,1470,4740,4,1815,-1,SEDAN,135,900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a4523b7cb176f5d7aea2934/cattouchret,Hyundai,i40,,,,,,,-7.443195,11.990459
802,2012,140,D,1470,4740,4,1815,-1,SEDAN,135,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a4523b7cb176f5d7aea2934/cattouchret,Hyundai,i40,,,,,,,-7.4431586,11.990153
803,2013,140,D,1470,4770,5,1815,-1,WAGON,150,900000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609a348ce223143bb407b5664c4a/cattouchret,Hyundai,i40,,,,,,,-8.210655,11.86253
804,2013,140,D,1470,4740,4,1815,-1,SEDAN,135,850000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a4523b7cb176f5d7aea2934/cattouchret,Hyundai,i40,,,,,,,-7.4424014,11.99052
805,2014,140,D,1470,4740,4,1815,-1,SEDAN,135,1000000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a4523b7cb176f5d7aea2934/cattouchret,Hyundai,i40,,,,,,,-7.4424014,11.9905205
806,2015,147,D,1470,4775,5,1815,-1,WAGON,141,1200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfb24ecf80a05afa17984efce/cattouchret,Hyundai,i40,,,,,,,-8.279468,12.096261
807,2015,147,D,1470,4745,4,1815,-1,SEDAN,135,1200000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf1ab0e629fa85dce20b12386/cattouchret,Hyundai,i40,,,,,,,-7.5645475,12.077382
808,2016,147,D,1470,4775,5,1815,-1,WAGON,141,1400000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfb24ecf80a05afa17984efce/cattouchret,Hyundai,i40,,,,,,,-8.279463,12.096252
809,2016,147,D,1470,4745,4,1815,-1,SEDAN,135,1300000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf1ab0e629fa85dce20b12386/cattouchret,Hyundai,i40,,,,,,,-7.5645466,12.077381
810,2017,147,D,1470,4745,4,1815,-1,SEDAN,135,1700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf1ab0e629fa85dce20b12386/cattouchret,Hyundai,i40,,,,,,,-7.56456,12.077396
811,2016,140,C,1450,4470,5,1820,-1,HATCHBACK_5_DOORS,120,1700000,1,http://avatars.mds.yandex.net/get-verba/216201/2a00000160939304e47b64f1d06bc3bcfc83/cattouchret,Hyundai,IONIQ,,,,,,,2.9587858,1.1971703
812,2010,170,J,1660,4410,5,1820,-1,ALLROAD_5_DOORS,184,900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d10a45b444c79af46087d0bde/cattouchret,Hyundai,ix35,,,,,,,11.903443,-4.4134474
813,2011,170,J,1660,4410,5,1820,-1,ALLROAD_5_DOORS,184,900000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d10a45b444c79af46087d0bde/cattouchret,Hyundai,ix35,,,,,,,11.903436,-4.41344
814,2012,170,J,1660,4410,5,1820,-1,ALLROAD_5_DOORS,184,1000000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d10a45b444c79af46087d0bde/cattouchret,Hyundai,ix35,,,,,,,11.90324,-4.413966
815,2013,175,J,1660,4410,5,1820,-1,ALLROAD_5_DOORS,136,1300000,19,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c547a5b76b0573b66537c817f/cattouchret,Hyundai,ix35,,,,,,,12.149763,-4.3024864
816,2014,175,J,1660,4410,5,1820,-1,ALLROAD_5_DOORS,136,1300000,15,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c547a5b76b0573b66537c817f/cattouchret,Hyundai,ix35,,,,,,,12.149769,-4.3024893
817,2015,175,J,1660,4410,5,1820,-1,ALLROAD_5_DOORS,136,1400000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c547a5b76b0573b66537c817f/cattouchret,Hyundai,ix35,,,,,,,12.1491785,-4.302378
818,2010,205,J,1750,4840,5,1945,-1,ALLROAD_5_DOORS,239,1300000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d66debadae6f9f271bf311eea/cattouchret,Hyundai,ix55,,,,,,,-4.519384,-8.921849
819,2011,205,J,1750,4840,5,1945,-1,ALLROAD_5_DOORS,239,1200000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d66debadae6f9f271bf311eea/cattouchret,Hyundai,ix55,,,,,,,-4.519261,-8.922192
820,2018,158,J,1550,4165,5,1800,-1,ALLROAD_5_DOORS,136,2500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160971e5c76b3fee3a448354098a4/cattouchret,Hyundai,Kona,,,,,,,17.783144,3.6171515
821,2010,203,J,1760,4660,5,1890,-1,ALLROAD_5_DOORS,197,1100000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3b03be22bb7d48d8d9aaef64/cattouchret,Hyundai,Santa Fe,,,,,,,4.1899953,-13.392872
822,2011,203,J,1760,4660,5,1890,-1,ALLROAD_5_DOORS,197,1100000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3b03be22bb7d48d8d9aaef64/cattouchret,Hyundai,Santa Fe,,,,,,,4.189995,-13.392872
823,2012,185,J,1675,4690,5,1880,-1,ALLROAD_5_DOORS,197,1500000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d405c1a281ba1e6fe51b11857/cattouchret,Hyundai,Santa Fe,,,,,,,2.9047601,-11.602316
824,2013,185,J,1675,4690,5,1880,-1,ALLROAD_5_DOORS,197,1700000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d405c1a281ba1e6fe51b11857/cattouchret,Hyundai,Santa Fe,,,,,,,2.906683,-11.602341
825,2014,185,J,1675,4690,5,1880,-1,ALLROAD_5_DOORS,197,1400000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d405c1a281ba1e6fe51b11857/cattouchret,Hyundai,Santa Fe,,,,,,,2.906615,-11.602286
826,2015,185,J,1680,4690,5,1880,-1,ALLROAD_5_DOORS,200,1900000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160948336872dc5554cb0ea135fc4/cattouchret,Hyundai,Santa Fe,,,,,,,2.9039037,-11.686209
827,2016,185,J,1680,4690,5,1880,-1,ALLROAD_5_DOORS,200,2000000,6,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160948336872dc5554cb0ea135fc4/cattouchret,Hyundai,Santa Fe,,,,,,,2.903904,-11.686209
828,2017,185,J,1680,4690,5,1880,-1,ALLROAD_5_DOORS,200,2300000,7,http://avatars.mds.yandex.net/get-verba/1030388/2a00000160948336872dc5554cb0ea135fc4/cattouchret,Hyundai,Santa Fe,,,,,,,2.9037077,-11.685995
829,2018,185,J,1680,4770,5,1890,-1,ALLROAD_5_DOORS,200,2700000,7,http://avatars.mds.yandex.net/get-verba/787013/2a00000161d645748a1a595b564337a989c5/cattouchret,Hyundai,Santa Fe,,,,,,,-1.0600507,-7.264534
830,2019,185,J,1680,4770,5,1890,-1,ALLROAD_5_DOORS,200,3000000,5,http://avatars.mds.yandex.net/get-verba/787013/2a00000161d645748a1a595b564337a989c5/cattouchret,Hyundai,Santa Fe,,,,,,,-1.0601939,-7.264526
831,2020,1651,J,1685,4785,5,1900,-1,ALLROAD_5_DOORS,180,3500000,9,http://avatars.mds.yandex.net/get-verba/1030388/2a0000017787025e9b32dea2771ba522586d/cattouchret,Hyundai,Santa Fe,,,,,,,1.826346,-5.2335114
832,2011,160,B,1470,4115,5,1700,-1,HATCHBACK_5_DOORS,107,650000,5,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d33c39e6e1ce44a834189d26a/cattouchret,Hyundai,Solaris,,,,,,,14.286835,7.697224
833,2011,160,B,1470,4370,4,1700,-1,SEDAN,107,550000,22,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d5735e921234f2cefc985d0cf/cattouchret,Hyundai,Solaris,,,,,,,1.59353,8.78187
