id,year,clearance,carclass,height,length,doorscount,width,fuelconsumption,bodytype,power,cost,availabilitycount,photo,mark,model,dB_at_idle,dB_at_50kmh,dB_at_80kmh,dB_at_100kmh,dB_at_120kmh,dB_at_140kmh,X,Y
182,2010,140,D,1417,4660,4,1828,-1,SEDAN,140,750000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3223a3e483c445c5af3a0760/cattouchret,Alfa Romeo,159,,,,,,,-3.702443,5.6657376
183,2017,100,D,1426,4639,4,1873,-1,SEDAN,200,2400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609ef30545d76cd83aa600d41770/cattouchret,Alfa Romeo,Giulia,,,,,,,-3.9126825,8.946678
184,2014,140,C,1465,4351,5,1798,-1,HATCHBACK_5_DOORS,120,1200000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d613683356437fcc26fafbf6f/cattouchret,Alfa Romeo,Giulietta,,,,,,,4.4797378,11.023781
185,2017,190,J,1648,4687,5,1903,-1,ALLROAD_5_DOORS,200,2900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090ad65bdc93e26ee91488fbaa3/cattouchret,Alfa Romeo,Stelvio,,,,,,,2.6998606,-11.023124
186,2010,130,B,1416,3954,3,1740,-1,HATCHBACK_3_DOORS,86,800000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d043f03938248d6ae13f8a9bc/cattouchret,Audi,A1,,,,,,,15.744561,11.930652
187,2012,130,B,1422,3954,5,1746,-1,HATCHBACK_5_DOORS,122,900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a01a9cbe5fb547952a39d5a/cattouchret,Audi,A1,,,,,,,15.733547,12.167761
188,2013,130,B,1422,3954,5,1746,-1,HATCHBACK_5_DOORS,122,1000000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d4a01a9cbe5fb547952a39d5a/cattouchret,Audi,A1,,,,,,,15.733383,12.167887
189,2014,130,B,1422,3973,5,1746,-1,HATCHBACK_5_DOORS,125,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d34452138baf5d01d9e80f79d/cattouchret,Audi,A1,,,,,,,15.806187,12.118596
190,2010,140,C,1423,4286,5,1765,-1,HATCHBACK_5_DOORS,105,650000,2,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d67277b7ce82e6525aa4034c6/cattouchret,Audi,A3,,,,,,,5.789336,12.081891
191,2011,140,C,1423,4286,5,1765,-1,HATCHBACK_5_DOORS,105,750000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d67277b7ce82e6525aa4034c6/cattouchret,Audi,A3,,,,,,,5.7893615,12.08188
192,2011,140,C,1421,4214,3,1765,-1,HATCHBACK_3_DOORS,105,600000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cfc8e2e55127069ec89ab0bcb/cattouchret,Audi,A3,,,,,,,7.9198318,13.017035
193,2012,140,C,1421,4237,3,1777,-1,HATCHBACK_3_DOORS,110,1400000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d663b3c2582745abc35aab009/cattouchret,Audi,A3,,,,,,,7.791083,12.916936
194,2013,140,C,1425,4310,5,1785,-1,HATCHBACK_5_DOORS,110,1100000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609aac6b1fd4ab066c34b076545c/cattouchret,Audi,A3,,,,,,,5.2610803,12.2104845
195,2014,140,C,1425,4310,5,1785,-1,HATCHBACK_5_DOORS,110,1100000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609aac6b1fd4ab066c34b076545c/cattouchret,Audi,A3,,,,,,,5.2610993,12.210483
196,2014,140,C,1416,4456,4,1796,-1,SEDAN,125,1400000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d4743a297efaceeae274a01ce/cattouchret,Audi,A3,,,,,,,2.880825,1.6472248
197,2015,140,C,1425,4310,5,1785,-1,HATCHBACK_5_DOORS,110,1200000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609aac6b1fd4ab066c34b076545c/cattouchret,Audi,A3,,,,,,,5.2610984,12.210481
198,2015,165,C,1416,4456,4,1796,-1,SEDAN,125,1500000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d4743a297efaceeae274a01ce/cattouchret,Audi,A3,,,,,,,2.909026,1.611388
199,2016,140,C,1416,4458,4,1796,-1,SEDAN,150,1600000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609500565ba6c85e6914124f2b5c/cattouchret,Audi,A3,,,,,,,2.802394,1.6587679
200,2017,140,C,1416,4458,4,1796,-1,SEDAN,150,2300000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609500565ba6c85e6914124f2b5c/cattouchret,Audi,A3,,,,,,,2.8023365,1.6573014
201,2020,140,C,1425,4495,4,1816,-1,SEDAN,150,2300000,1,http://avatars.mds.yandex.net/get-verba/1672712/2a00000171a153f7cd6c7ce4ed3a4bd52b0b/cattouchret,Audi,A3,,,,,,,2.1931489,1.6125536
202,2010,160,D,1427,4703,4,1824,-1,SEDAN,120,1000000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609a3551ef3f3be124561327aa52/cattouchret,Audi,A4,,,,,,,-6.0392027,9.5358095
203,2011,120,D,1426,4763,4,1826,-1,SEDAN,180,850000,4,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a6852ec791dab240d8be34fa/cattouchret,Audi,A4,,,,,,,-7.4439664,9.964342
204,2012,120,D,1426,4763,4,1826,-1,SEDAN,180,1400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a6852ec791dab240d8be34fa/cattouchret,Audi,A4,,,,,,,-7.4438915,9.964402
205,2013,120,D,1426,4763,4,1826,-1,SEDAN,180,1100000,8,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a6852ec791dab240d8be34fa/cattouchret,Audi,A4,,,,,,,-7.443889,9.964397
206,2014,120,D,1426,4763,4,1826,-1,SEDAN,180,1400000,4,http://avatars.mds.yandex.net/get-verba/787013/2a0000016096a6852ec791dab240d8be34fa/cattouchret,Audi,A4,,,,,,,-7.443879,9.964401
207,2015,140,D,1427,4726,4,1842,-1,SEDAN,150,1900000,10,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090358a3513690850fcf485d70a/cattouchret,Audi,A4,,,,,,,-6.1021323,10.230561
208,2016,140,D,1427,4726,4,1842,-1,SEDAN,150,1900000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090358a3513690850fcf485d70a/cattouchret,Audi,A4,,,,,,,-6.1014714,10.230657
209,2017,140,D,1434,4725,5,1842,-1,WAGON,150,2300000,1,http://avatars.mds.yandex.net/get-verba/937147/2a0000016096e294b4261eb3e076b895cedd/cattouchret,Audi,A4,,,,,,,-6.1582155,10.238902
210,2017,140,D,1427,4726,4,1842,-1,SEDAN,150,2100000,7,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090358a3513690850fcf485d70a/cattouchret,Audi,A4,,,,,,,-6.1019635,10.231095
211,2018,140,D,1427,4726,4,1842,-1,SEDAN,150,2600000,8,http://avatars.mds.yandex.net/get-verba/787013/2a0000016090358a3513690850fcf485d70a/cattouchret,Audi,A4,,,,,,,-6.102132,10.230424
212,2019,140,D,1428,4762,4,1847,-1,SEDAN,150,2700000,7,http://avatars.mds.yandex.net/get-verba/787013/2a0000016b7e65c13c5acad18b2101595da2/cattouchret,Audi,A4,,,,,,,-7.1923604,10.539907
213,2020,140,D,1428,4762,4,1847,-1,SEDAN,150,3000000,4,http://avatars.mds.yandex.net/get-verba/787013/2a0000016b7e65c13c5acad18b2101595da2/cattouchret,Audi,A4,,,,,,,-7.1923165,10.539919
214,2010,180,D,1495,4721,5,1841,-1,WAGON,211,900000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609ce652acf33099b00e72538c68/cattouchret,Audi,A4 allroad,,,,,,,-8.4805565,6.2829933
215,2012,180,D,1495,4721,5,1841,-1,WAGON,225,1500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c52180a1367df4a380c9f6a35/cattouchret,Audi,A4 allroad,,,,,,,-8.517461,6.317924
216,2013,180,D,1495,4721,5,1841,-1,WAGON,225,1700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c52180a1367df4a380c9f6a35/cattouchret,Audi,A4 allroad,,,,,,,-8.51746,6.3179183
217,2014,180,D,1495,4721,5,1841,-1,WAGON,225,1800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c52180a1367df4a380c9f6a35/cattouchret,Audi,A4 allroad,,,,,,,-8.517462,6.3173437
218,2015,180,D,1495,4721,5,1841,-1,WAGON,225,1900000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609c52180a1367df4a380c9f6a35/cattouchret,Audi,A4 allroad,,,,,,,-8.517504,6.3172836
219,2017,160,D,1493,4750,5,1842,-1,WAGON,249,3500000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016097970860386bc7cab569101302/cattouchret,Audi,A4 allroad,,,,,,,-8.730995,6.4767556
220,2010,120,D,1391,4711,5,1854,-1,LIFTBACK,160,1100000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d549c1bac9f3eca3954b10289/cattouchret,Audi,A5,,,,,,,-5.095553,10.063817
221,2010,120,D,1372,4625,2,1854,-1,COUPE,160,850000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf62e1fdf22fdd200c1d31f85/cattouchret,Audi,A5,,,,,,,-3.7502146,9.306939
222,2011,120,D,1391,4712,5,1854,-1,LIFTBACK,144,1200000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3f6f6e1c2965d3341e4018c7/cattouchret,Audi,A5,,,,,,,-5.1716833,10.147007
223,2012,120,D,1391,4712,5,1854,-1,LIFTBACK,144,1300000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3f6f6e1c2965d3341e4018c7/cattouchret,Audi,A5,,,,,,,-5.1716957,10.147
224,2013,120,D,1391,4712,5,1854,-1,LIFTBACK,144,1500000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3f6f6e1c2965d3341e4018c7/cattouchret,Audi,A5,,,,,,,-5.1716866,10.147004
225,2013,120,D,1372,4626,2,1854,-1,COUPE,177,1500000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001609d6f9ff716c5aff37152e4543e/cattouchret,Audi,A5,,,,,,,-3.8002167,9.279428
226,2014,120,D,1391,4712,5,1854,-1,LIFTBACK,144,1400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3f6f6e1c2965d3341e4018c7/cattouchret,Audi,A5,,,,,,,-5.171695,10.1469965
227,2015,120,D,1391,4712,5,1854,-1,LIFTBACK,144,1600000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d3f6f6e1c2965d3341e4018c7/cattouchret,Audi,A5,,,,,,,-5.1716843,10.147006
228,2016,120,D,1386,4733,5,1843,-1,LIFTBACK,190,2200000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016091d9545436c39267d5370e7b9b/cattouchret,Audi,A5,,,,,,,-5.1676927,9.979395
229,2016,120,D,1371,4673,2,1846,-1,COUPE,190,2500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a00000160924fa82f2676b76a6c0b6c8270/cattouchret,Audi,A5,,,,,,,-4.198831,9.413418
230,2017,120,D,1371,4673,2,1846,-1,COUPE,190,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160924fa82f2676b76a6c0b6c8270/cattouchret,Audi,A5,,,,,,,-4.198889,9.4135065
231,2018,120,D,1386,4733,5,1843,-1,LIFTBACK,190,3000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016091d9545436c39267d5370e7b9b/cattouchret,Audi,A5,,,,,,,-5.167695,9.979396
232,2018,120,D,1371,4673,2,1846,-1,COUPE,190,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000160924fa82f2676b76a6c0b6c8270/cattouchret,Audi,A5,,,,,,,-4.198889,9.413503
233,2019,1587,D,1386,4757,5,1843,-1,LIFTBACK,150,2900000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016f1ed9b26cf0c2435d34282a48e9/cattouchret,Audi,A5,,,,,,,1.846264,-5.238175
234,2019,1587,D,1371,4697,2,1846,-1,COUPE,150,3500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016f1ed2f9ed739b8a17ed80090dbf/cattouchret,Audi,A5,,,,,,,1.8485417,-5.2337847
235,2010,130,E,1459,4916,4,1855,-1,SEDAN,170,800000,4,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d62be15c5d73de7c174c33a16/cattouchret,Audi,A6,,,,,,,-16.278416,6.5325236
236,2011,165,E,1455,4915,4,1874,-1,SEDAN,177,1200000,12,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf3e6cbca06fc7e146aed639b/cattouchret,Audi,A6,,,,,,,-16.865593,5.1652904
237,2012,165,E,1455,4915,4,1874,-1,SEDAN,177,1500000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf3e6cbca06fc7e146aed639b/cattouchret,Audi,A6,,,,,,,-16.865608,5.1652784
238,2013,165,E,1455,4915,4,1874,-1,SEDAN,177,1600000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cf3e6cbca06fc7e146aed639b/cattouchret,Audi,A6,,,,,,,-16.865608,5.165271
239,2014,165,E,1455,4933,4,1874,-1,SEDAN,190,1600000,12,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d44ad5ac59e97f63d7e50d3e8/cattouchret,Audi,A6,,,,,,,-17.009895,4.5476913
240,2015,165,E,1455,4933,4,1874,-1,SEDAN,190,2200000,12,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d44ad5ac59e97f63d7e50d3e8/cattouchret,Audi,A6,,,,,,,-17.010044,4.5471387
241,2016,165,E,1455,4933,4,1874,-1,SEDAN,190,2300000,14,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d44ad5ac59e97f63d7e50d3e8/cattouchret,Audi,A6,,,,,,,-17.010046,4.5471363
242,2017,165,E,1461,4943,5,1874,-1,WAGON,190,2700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d405def6e9408dc41c8f0ff02/cattouchret,Audi,A6,,,,,,,-17.031237,4.3474307
243,2017,165,E,1455,4933,4,1874,-1,SEDAN,190,2300000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d44ad5ac59e97f63d7e50d3e8/cattouchret,Audi,A6,,,,,,,-17.010036,4.547149
244,2018,165,E,1457,4939,4,1886,-1,SEDAN,190,3000000,4,http://avatars.mds.yandex.net/get-verba/216201/2a00000161ddefa69716b0069a99a103fda8/cattouchret,Audi,A6,,,,,,,-17.083021,4.3594418
245,2019,165,E,1457,4939,4,1886,-1,SEDAN,190,4500000,6,http://avatars.mds.yandex.net/get-verba/216201/2a00000161ddefa69716b0069a99a103fda8/cattouchret,Audi,A6,,,,,,,-17.083317,4.359046
246,2020,165,E,1457,4939,4,1886,-1,SEDAN,190,4500000,6,http://avatars.mds.yandex.net/get-verba/216201/2a00000161ddefa69716b0069a99a103fda8/cattouchret,Audi,A6,,,,,,,-17.083326,4.3590407
247,2010,120,E,1420,4969,5,1911,-1,LIFTBACK,204,1400000,2,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d350c74d4c04e6b0c9b1633ac/cattouchret,Audi,A7,,,,,,,-16.678276,2.1414464
248,2011,120,E,1420,4969,5,1911,-1,LIFTBACK,204,1600000,1,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d350c74d4c04e6b0c9b1633ac/cattouchret,Audi,A7,,,,,,,-16.678274,2.1414464
249,2012,120,E,1420,4969,5,1911,-1,LIFTBACK,204,1700000,3,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d350c74d4c04e6b0c9b1633ac/cattouchret,Audi,A7,,,,,,,-16.67834,2.1412358
250,2013,120,E,1420,4969,5,1911,-1,LIFTBACK,204,2100000,4,http://avatars.mds.yandex.net/get-verba/937147/2a000001609d350c74d4c04e6b0c9b1633ac/cattouchret,Audi,A7,,,,,,,-16.678183,2.1413226
251,2014,120,E,1420,4969,5,1911,-1,LIFTBACK,249,2200000,3,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0898e5f4cbbd14057098e52d/cattouchret,Audi,A7,,,,,,,-16.232882,1.6511033
252,2015,120,E,1420,4969,5,1911,-1,LIFTBACK,249,2400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0898e5f4cbbd14057098e52d/cattouchret,Audi,A7,,,,,,,-16.23288,1.6511065
253,2016,120,E,1420,4969,5,1911,-1,LIFTBACK,249,2700000,1,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d0898e5f4cbbd14057098e52d/cattouchret,Audi,A7,,,,,,,-16.233028,1.6510869
254,2019,145,E,1422,4969,5,1908,-1,LIFTBACK,245,10000000,1,http://avatars.mds.yandex.net/get-verba/216201/2a000001608fbdd8b70cf62c3e99488ea518/cattouchret,Audi,A7,,,,,,,-16.254145,1.6970084
255,2010,140,F,1460,5137,4,1949,-1,SEDAN,3,1300000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609b627b63245dc6f5b9727b9ba2/cattouchret,Audi,A8,,,,,,,-19.433683,1.3240784
256,2011,140,F,1460,5137,4,1949,-1,SEDAN,3,1500000,3,http://avatars.mds.yandex.net/get-verba/216201/2a000001609b627b63245dc6f5b9727b9ba2/cattouchret,Audi,A8,,,,,,,-19.433723,1.3240744
257,2012,140,F,1460,5137,4,1949,-1,SEDAN,3,1600000,5,http://avatars.mds.yandex.net/get-verba/216201/2a000001609b627b63245dc6f5b9727b9ba2/cattouchret,Audi,A8,,,,,,,-19.433685,1.324079
258,2013,140,F,1460,5135,4,1949,-1,SEDAN,310,1300000,6,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d119f5ac8698cec38147443fd/cattouchret,Audi,A8,,,,,,,-17.765726,-2.5336025
259,2014,140,F,1460,5135,4,1949,-1,SEDAN,310,2300000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d119f5ac8698cec38147443fd/cattouchret,Audi,A8,,,,,,,-17.765778,-2.533631
260,2015,140,F,1460,5135,4,1949,-1,SEDAN,310,2800000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d119f5ac8698cec38147443fd/cattouchret,Audi,A8,,,,,,,-17.765778,-2.5336304
261,2016,140,F,1460,5135,4,1949,-1,SEDAN,310,2900000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d119f5ac8698cec38147443fd/cattouchret,Audi,A8,,,,,,,-17.765785,-2.5336368
262,2018,140,F,1485,5302,4,1945,-1,SEDAN,249,7500000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609124f9ee199e686f905a70c670/cattouchret,Audi,A8,,,,,,,-18.101925,-3.590654
263,2019,175,J,1629,4901,5,1935,-1,ALLROAD_5_DOORS,408,6500000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016783c58e1c027694d9ac23a78779/cattouchret,Audi,e-tron,,,,,,,-8.934504,-4.9818554
264,2020,175,J,1629,4901,5,1935,-1,ALLROAD_5_DOORS,408,8000000,1,http://avatars.mds.yandex.net/get-verba/1540742/2a0000016783c58e1c027694d9ac23a78779/cattouchret,Audi,e-tron,,,,,,,-8.934442,-4.9819055
265,2017,200,J,1508,4191,5,1794,-1,ALLROAD_5_DOORS,116,1900000,1,http://avatars.mds.yandex.net/get-verba/216201/2a0000016090355d91ef05434f66b705ed95/cattouchret,Audi,Q2,,,,,,,9.900832,9.881234
266,2011,170,J,1608,4385,5,1831,-1,ALLROAD_5_DOORS,150,1400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cebf87cefe090c9733b98cbcd/cattouchret,Audi,Q3,,,,,,,11.542237,-1.4201597
267,2012,170,J,1608,4385,5,1831,-1,ALLROAD_5_DOORS,150,1400000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cebf87cefe090c9733b98cbcd/cattouchret,Audi,Q3,,,,,,,11.542241,-1.4201777
268,2013,170,J,1608,4385,5,1831,-1,ALLROAD_5_DOORS,150,1600000,6,http://avatars.mds.yandex.net/get-verba/787013/2a000001609cebf87cefe090c9733b98cbcd/cattouchret,Audi,Q3,,,,,,,11.542241,-1.4201723
269,2014,170,J,1590,4388,5,1831,-1,ALLROAD_5_DOORS,150,1600000,3,http://avatars.mds.yandex.net/get-verba/787013/2a0000016099e1b2a73627debbd2c46a38f1/cattouchret,Audi,Q3,,,,,,,11.411035,-1.244346
270,2015,170,J,1590,4388,5,1831,-1,ALLROAD_5_DOORS,150,1900000,10,http://avatars.mds.yandex.net/get-verba/787013/2a0000016099e1b2a73627debbd2c46a38f1/cattouchret,Audi,Q3,,,,,,,11.411033,-1.2443357
271,2016,170,J,1590,4388,5,1831,-1,ALLROAD_5_DOORS,150,2000000,4,http://avatars.mds.yandex.net/get-verba/787013/2a0000016099e1b2a73627debbd2c46a38f1/cattouchret,Audi,Q3,,,,,,,11.411104,-1.2446616
272,2017,170,J,1590,4388,5,1831,-1,ALLROAD_5_DOORS,150,1800000,1,http://avatars.mds.yandex.net/get-verba/787013/2a0000016099e1b2a73627debbd2c46a38f1/cattouchret,Audi,Q3,,,,,,,11.411115,-1.2446427
273,2019,170,J,1585,4484,5,1849,-1,ALLROAD_5_DOORS,150,2700000,2,http://avatars.mds.yandex.net/get-verba/997355/2a00000164ff45a1e7e9ad3f73db3b9bbf41/cattouchret,Audi,Q3,,,,,,,8.078097,-2.1420214
274,2020,170,J,1585,4484,5,1849,-1,ALLROAD_5_DOORS,150,3500000,1,http://avatars.mds.yandex.net/get-verba/997355/2a00000164ff45a1e7e9ad3f73db3b9bbf41/cattouchret,Audi,Q3,,,,,,,8.078052,-2.1420383
275,2020,170,J,1560,4500,5,1840,-1,ALLROAD_5_DOORS,150,5000000,2,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016c28da0d57a79ba3ff7dfc741449/cattouchret,Audi,Q3 Sportback,,,,,,,7.2942953,-1.445893
276,2010,200,J,1653,4629,5,1880,-1,ALLROAD_5_DOORS,170,1200000,8,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5d11b347f41dc8c3d2543ba1/cattouchret,Audi,Q5,,,,,,,4.4372115,-10.577606
277,2011,200,J,1653,4629,5,1880,-1,ALLROAD_5_DOORS,170,1400000,2,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d5d11b347f41dc8c3d2543ba1/cattouchret,Audi,Q5,,,,,,,4.437209,-10.577606
278,2012,200,J,1655,4629,5,1898,-1,ALLROAD_5_DOORS,180,1400000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d410044d50ba5ebaf88ec6af3/cattouchret,Audi,Q5,,,,,,,4.2696834,-10.757317
279,2013,200,J,1655,4629,5,1898,-1,ALLROAD_5_DOORS,180,1900000,11,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d410044d50ba5ebaf88ec6af3/cattouchret,Audi,Q5,,,,,,,4.269684,-10.757318
280,2014,200,J,1655,4629,5,1898,-1,ALLROAD_5_DOORS,180,2000000,7,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d410044d50ba5ebaf88ec6af3/cattouchret,Audi,Q5,,,,,,,4.2696824,-10.757315
281,2015,200,J,1655,4629,5,1898,-1,ALLROAD_5_DOORS,180,2300000,5,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d410044d50ba5ebaf88ec6af3/cattouchret,Audi,Q5,,,,,,,4.2696486,-10.757263
282,2016,200,J,1655,4629,5,1898,-1,ALLROAD_5_DOORS,180,2200000,4,http://avatars.mds.yandex.net/get-verba/787013/2a000001609d410044d50ba5ebaf88ec6af3/cattouchret,Audi,Q5,,,,,,,4.269637,-10.757262
283,2017,208,J,1659,4663,5,1893,-1,ALLROAD_5_DOORS,249,3000000,6,http://avatars.mds.yandex.net/get-verba/787013/2a0000016095f1ff08f68c2887b6536b55d9/cattouchret,Audi,Q5,,,,,,,1.6143805,-10.982009
284,2018,208,J,1659,4663,5,1893,-1,ALLROAD_5_DOORS,249,4000000,7,http://avatars.mds.yandex.net/get-verba/787013/2a0000016095f1ff08f68c2887b6536b55d9/cattouchret,Audi,Q5,,,,,,,1.6141645,-10.98208
285,2019,208,J,1659,4663,5,1893,-1,ALLROAD_5_DOORS,249,4000000,2,http://avatars.mds.yandex.net/get-verba/787013/2a0000016095f1ff08f68c2887b6536b55d9/cattouchret,Audi,Q5,,,,,,,1.6141646,-10.982081
286,2020,200,J,1662,4682,5,1893,-1,ALLROAD_5_DOORS,249,4500000,2,http://avatars.mds.yandex.net/get-verba/3587101/2a00000175bd50042a89f4606e58bfd28d9d/cattouchret,Audi,Q5,,,,,,,1.5745047,-11.02472
287,2010,205,J,1731,5089,5,1983,-1,ALLROAD_5_DOORS,245,1900000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d05766756fde862e9db7f1d04/cattouchret,Audi,Q7,,,,,,,-11.307521,-10.782838
288,2011,205,J,1731,5089,5,1983,-1,ALLROAD_5_DOORS,245,2200000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d05766756fde862e9db7f1d04/cattouchret,Audi,Q7,,,,,,,-11.307763,-10.782991
289,2012,205,J,1731,5089,5,1983,-1,ALLROAD_5_DOORS,245,1800000,6,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d05766756fde862e9db7f1d04/cattouchret,Audi,Q7,,,,,,,-11.307468,-10.782643
290,2013,205,J,1731,5089,5,1983,-1,ALLROAD_5_DOORS,245,2100000,4,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d05766756fde862e9db7f1d04/cattouchret,Audi,Q7,,,,,,,-11.306975,-10.78325
291,2015,210,J,1740,5052,5,1968,-1,ALLROAD_5_DOORS,252,2900000,9,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d64ce7aaeacf4cb37a5ce5cab/cattouchret,Audi,Q7,,,,,,,-10.869313,-10.448337
292,2016,210,J,1740,5052,5,1968,-1,ALLROAD_5_DOORS,252,3500000,10,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d64ce7aaeacf4cb37a5ce5cab/cattouchret,Audi,Q7,,,,,,,-10.869385,-10.448276
293,2017,210,J,1740,5052,5,1968,-1,ALLROAD_5_DOORS,252,6000000,1,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d64ce7aaeacf4cb37a5ce5cab/cattouchret,Audi,Q7,,,,,,,-10.869574,-10.448143
294,2018,210,J,1740,5052,5,1968,-1,ALLROAD_5_DOORS,252,5000000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a000001609d64ce7aaeacf4cb37a5ce5cab/cattouchret,Audi,Q7,,,,,,,-10.869397,-10.4482765
295,2019,235,J,1741,5063,5,1970,-1,ALLROAD_5_DOORS,249,8500000,3,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016c94a79febd5c3361dbe4b44e384/cattouchret,Audi,Q7,,,,,,,-10.997346,-10.508661
296,2020,235,J,1741,5063,5,1970,-1,ALLROAD_5_DOORS,249,7500000,5,http://avatars.mds.yandex.net/get-verba/1030388/2a0000016c94a79febd5c3361dbe4b44e384/cattouchret,Audi,Q7,,,,,,,-10.997251,-10.508798
297,2018,254,J,1705,4986,5,1995,-1,ALLROAD_5_DOORS,249,6500000,1,http://avatars.mds.yandex.net/get-verba/787013/2a00000164027db46a09726080d4e253973c/cattouchret,Audi,Q8,,,,,,,-8.646054,-8.302254
298,2019,254,J,1705,4986,5,1995,-1,ALLROAD_5_DOORS,249,7500000,5,http://avatars.mds.yandex.net/get-verba/787013/2a00000164027db46a09726080d4e253973c/cattouchret,Audi,Q8,,,,,,,-8.64599,-8.302056
